OID_,FID_BLM_AK,OBJECTID,AGENCY_NAM,ADMIN_AGEN,ADMIN_UNIT,ADMIN_UN_1,ADMIN_DEPT,ADMIN_DE_1,ADMIN_ST,Date_Proce,Shape_Leng,Shape_Area,FID_19a_wc,FID_Subuni,Region,UnitSub,SubLabel,SubLetter,Shape_Le_1,Shape_Ar_1,SqMi,FID_19Awca,Id,sqMi_1,Name,sqMi_calc
448,170162,170163,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,773.203016195977284,8412.020000680000521,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000737929895327
449,170485,170486,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1425.293924880000077,26061.219999699998880,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.002313163669880
450,177282,177283,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,6281.170524830000431,242610.140000000013970,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.020724731500200
451,177283,177284,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1996.909339229999887,37327.465000700001838,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.003155159148970
452,177284,177285,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2061.866639830000167,33980.505000500001188,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002872330527760
453,177288,177289,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2546.784632479999800,63828.135002299997723,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.005454719801050
454,177289,177290,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,754.767972022170738,9589.115000589999909,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000818953274471
455,177290,177291,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,205.746346189631709,253.584999943301000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000021559003632
456,177291,177292,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,190.437419935819861,465.409999990426059,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000039272054844
457,177292,177293,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1719.746775119999938,10097.615000300000247,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000851958373637
458,177293,177294,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,215.671423756086426,344.809999939389513,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000029090157829
459,177294,177295,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,489.458342697976434,2208.975000280000131,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000186356380713
460,177295,177296,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,192.080757152854062,654.544999907649981,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000055219592685
461,177296,177297,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,222.453764907683507,414.964999982751920,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000035007316997
462,177297,177298,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2566.367220319999888,55129.055000799999107,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.004659990296320
463,177298,177299,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,901.107300202347801,18056.879999900000257,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001526168553950
464,177299,177300,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1721.689238530000011,23588.600000800000998,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001990267167750
465,177312,177313,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,647.443656062071000,13202.630000099999961,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001137493191160
466,177313,177314,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1807.508725259999892,46889.540000300003157,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.004039976353930
467,177314,177315,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,494.662461084008839,1375.070000070000106,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000118758459055
468,177315,177316,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,167.025760927405770,450.229999936446575,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000038901147395
469,177316,177317,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2216.823505459999978,24519.574999500000558,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002117952868320
470,177317,177318,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,234.986333583199951,672.115000029504245,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000058046720869
471,177318,177319,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,425.504723821177265,1216.404999970000063,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000104896931272
472,177319,177320,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,671.192609260042445,2225.340000329999839,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000192165951069
473,177320,177321,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,151.000235499957398,380.975000244006537,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000032822064636
474,177321,177322,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,847.820023227475531,4619.834999519999656,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000397892628845
475,177322,177323,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1379.429637400000047,4614.574999739999839,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000397736095501
476,177323,177324,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,146.911703592843708,183.919999974519015,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000015851247696
477,177324,177325,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,174.224124238641195,199.590000118166131,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000017201051313
478,177325,177326,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,161.010903957443134,259.890000138841515,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000022452494383
479,177326,177327,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,173.125130136386815,343.570000225230956,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000029680841606
480,177327,177328,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,407.884685709446728,1592.024999740000112,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000137513684759
481,177811,177812,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,996.451533351300895,33832.240000400001009,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002982574509260
482,177813,177814,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,548.499216959705677,2193.070000539999910,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000193288491655
483,177814,177815,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,266.343207334966735,1420.599999770000068,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000125202407838
484,177815,177816,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2459.664268460000130,33934.689998800000467,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002990353529070
485,177816,177817,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,493.977859820075651,2756.520000099999834,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000242969750484
486,177817,177818,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,165.265910379696152,356.370000068768832,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000031429131256
487,177818,177819,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,93.616642261392570,106.695000028908254,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000009409650334
488,177819,177820,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,257.060726522647940,917.504999655000802,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000080916219802
489,177820,177821,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,991.261608142521027,8068.564999639999769,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000711459066311
490,177821,177822,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,621.515780620342866,8869.014999760000137,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000782160249768
491,177822,177823,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,229.421935936038039,986.949999899417207,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000086742161228
492,177823,177824,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,596.447545784402791,3252.779999949999819,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000284985035596
493,177824,177825,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,134.457713249756068,332.129999997913785,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000029085201060
494,177825,177826,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,583.371173491456830,520.324999723769906,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000045537063521
495,177826,177827,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1804.815319790000103,31266.994999400001689,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002707990003660
496,177827,177828,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,544.132230439940940,2183.915000259999943,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000189089981846
497,177828,177829,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,219.184645235198900,219.305000017657875,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000018992113885
498,177829,177830,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,742.912184893307995,1962.254998970000088,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000169917018669
499,177830,177831,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,374.252123555424305,357.865000059679119,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000030985577316
500,177831,177832,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,212.989227450433219,268.600000077858567,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000023247852343
501,177832,177833,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2375.340547069999957,25352.990000599998893,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002193358326300
502,177833,177834,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,224.939581899941516,187.664999931342891,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000016245701978
503,177834,177835,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1005.938061390000030,2809.369999749999806,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000243170788044
504,177835,177836,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,802.753754002310870,3064.950000570000157,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000265250165920
505,177836,177837,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,188.880292538011588,145.950000011175860,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000012630936346
506,177837,177838,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,164.772898700797100,179.645000041201683,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000015522562858
507,177838,177839,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,959.887007167852289,4413.894999780000035,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000381395699903
508,177839,177840,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,108.810897280869995,90.104999968111514,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000007785621723
509,177840,177841,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,164.404751692189564,153.309999878108499,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000013246510281
510,177960,177961,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,267.273012600599316,2642.849999860000025,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000233199950527
511,177961,177962,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1644.352848620000032,7146.825000699999691,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000633674022328
512,177962,177963,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3205.567420410000068,26032.250000000000000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002307735963650
513,177963,177964,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,544.140065795457758,2840.020000080000045,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000251694675171
514,177964,177965,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,176.228373713558028,965.194999991841655,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000086503894688
515,177965,177966,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,301.177335953800934,922.579999816119653,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000082681967851
516,177966,177967,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,689.885026493687178,3934.605000430000018,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000352591841886
517,177967,177968,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1060.242979500000047,11740.504999799999496,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001051919907060
518,178275,178276,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2087.243575919999785,13387.354999200000748,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001178827393210
519,178276,178277,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2886.680102389999774,78276.365001700003631,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.006885504647910
520,178277,178278,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3431.161076060000141,76687.759999700007029,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.006740567234890
521,178278,178279,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3738.903738389999944,64600.140001100000518,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.005675937301240
522,178280,178281,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2285.379883760000212,19151.750000399999408,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001686445626080
523,178281,178282,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1088.394117139999935,30133.380000699999073,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.002652620134850
524,178282,178283,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2476.424973990000126,22012.959997999998450,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001938119500610
525,178283,178284,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,438.090304026433330,7222.469999840000128,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000635739431718
526,178284,178285,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3431.555278740000176,42303.699997399999120,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.003726061929820
527,178288,178289,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3639.579505329999847,100458.839999999996508,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.008843986928600
528,178289,178290,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1783.348146809999889,21807.655000499999005,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001918558632940
529,178290,178291,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,734.955522885510618,3367.674999979999939,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000296286251850
530,178291,178292,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,994.651440053840247,2820.215001030000167,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000248111186572
531,178292,178293,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1829.301490130000047,30437.409999399998924,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.002676005018020
532,178293,178294,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,727.030837576207887,4684.109999880000032,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000412081221581
533,178294,178295,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,444.512957351612499,2124.830000339999970,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000186897161305
534,178295,178296,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1568.468492069999911,20019.965000299998792,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001760431279950
535,178296,178297,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,679.806241088525894,2717.129999769999813,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000238977131798
536,178297,178298,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,597.969192648703370,1475.160000780000018,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000129726635624
537,178298,178299,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,316.908397072068283,1423.670000020000089,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000125188651515
538,178636,178637,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,936.528355965810761,6560.514999830000306,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000575074023838
539,178637,178638,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1868.111200410000038,60878.275000800000271,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.005337495711940
540,178638,178639,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,436.744288578958106,3205.549999750000097,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000281039723593
541,178639,178640,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3919.649695120000160,80102.394999700001790,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.007022122081880
542,178640,178641,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,905.678747304331864,2530.189999480000097,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000221800213127
543,178641,178642,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,280.102537111263473,392.225000009872019,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000034382490308
544,178642,178643,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,3380.206791470000098,17766.344998199998372,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001557855628090
545,178643,178644,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,6570.672595390000424,78221.374996600003215,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.006859976992800
546,178644,178645,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,2488.526588230000016,75793.425000999995973,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.006644330811730
547,178645,178646,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,1895.143624399999908,28384.675000399998680,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.002499739526070
548,178646,178647,Undetermined,UND, , ,Undetermined,UND,AK,7/12/2023 0:00:00,355.485567387546439,1399.849999710000020,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000123354365142
