OID_,FID_BLM_AK,OBJECTID,AGENCY_NAM,ADMIN_AGEN,ADMIN_UNIT,ADMIN_UN_1,ADMIN_DEPT,ADMIN_DE_1,ADMIN_ST,Date_Proce,Shape_Leng,Shape_Area,FID_19a_wc,FID_Subuni,Region,UnitSub,SubLabel,SubLetter,Shape_Le_1,Shape_Ar_1,SqMi,FID_19Awca,Id,sqMi_1,Name,sqMi_calc
0,3220,3221,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,685.969338262332940,20077.055000000000291,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001696817746500
1,3221,3222,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,449.064379908528053,8908.405000099999597,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000752583900487
2,3222,3223,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,934.379336274884054,18468.595000199999049,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001560027404380
3,3223,3224,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,585.490628602958168,8109.655000069999915,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000684954338356
4,3224,3225,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,4099.968699119999656,1032513.484999999986030,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.087207148078200
5,3275,3276,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,20373.430482200001279,23048294.399999998509884,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,1.999977774160000
6,3312,3313,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,395.956196710488882,8021.639999940000052,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000705875696387
7,3313,3314,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,299.072207024339491,3900.435000240000136,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000340036085765
8,3314,3315,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,4177.007548509999651,265555.620002000010572,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.023147141463900
9,3408,3409,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,74986.123170100006973,255448123.514999985694885,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,21.964644311499999
10,3409,3410,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,43215.419372999996995,90029788.375000000000000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,7.780204623200000
11,3410,3411,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,2256.821440310000071,234029.565000000002328,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.020041162655400
12,3411,3412,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,3071.936015520000183,274472.725001999991946,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.023504941874800
13,3452,3453,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,8095.705288209999708,1812184.429999999934807,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.043969816469200
14,3453,3454,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,281670.567077999992762,1472653066.940000057220459,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,119.908293642000004
15,3454,3455,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,66846.314956400005030,156357922.574999988079071,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,13.998947260900000
16,3455,3456,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,39962.917168300002231,55387639.439999997615814,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,4.950367869870000
17,3456,3457,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,9426.682590529999288,4180104.704989999998361,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.366526056170000
18,3457,3458,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,60562.311759399999573,136398411.294999986886978,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,11.974443142100000
19,3458,3459,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,142047.512599999987287,337383855.019999980926514,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,29.707190945200001
20,3460,3461,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,2174.740944489999947,167393.845001000008779,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.015085655709900
21,3461,3462,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,7519.417019929999697,2460801.979999999981374,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.218589899251000
22,3462,3463,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,13071.409368599999652,10669577.414999999105930,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.943652860693000
23,4558,4559,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,370.940277931548280,9062.404999890000909,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000767464874651
24,4559,4560,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1850.129988129999902,161015.750000000000000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.013514417023100
25,4560,4561,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,448.474758507640502,10438.465000000000146,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000875628810891
26,4561,4562,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,463.100228246972165,11446.404999899999893,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000959859474998
27,4563,4564,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1228.198047849999966,30706.894999700001790,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002613132888090
28,4564,4565,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1767.358968129999994,36032.714999999996508,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.003045586067820
29,4565,4566,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,9839.643188599999121,1663150.705000000074506,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.139573619053000
30,4566,4567,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,3075.437407190000158,402591.409999000024982,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.033762685584900
31,4567,4568,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,134631.118035999999847,835228792.820000052452087,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,59.098632835399997
32,4568,4569,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,771.281067479138756,20939.420000699999946,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001757810437970
33,4569,4570,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,16263.998218000000634,12777240.214999999850988,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,1.071152227750000
34,4570,4571,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,600.766724228509020,27506.070000299998355,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002325830162660
35,4571,4572,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1172.260393280000017,38294.239999899997201,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.003236723965510
36,4572,4573,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1870.440826730000026,184881.649999999994179,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.015634004821200
37,4573,4574,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,452.032898702690488,13169.515000100000179,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001112908027430
38,4575,4576,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,352142.927550000022165,1792477849.839999914169312,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,55.517668878499997
39,4576,4577,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,378.527915308739125,6859.259999889999563,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000575260277202
40,4577,4578,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,901.003394756004354,23701.875000100000761,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001987543935210
41,4578,4579,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,420.580238289265480,9990.510000169999330,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000837599471125
42,4582,4583,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1775.599577689999933,34697.864999999997963,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002933008475820
43,4617,4618,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1048.651147159999937,49514.945000300001993,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.004148828567280
44,4618,4619,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1468.069905560000052,100993.264999999999418,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.008445508082940
45,4619,4620,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,7821.676980330000333,1113079.965000000083819,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.093032927934200
46,4620,4621,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,433.728870725515833,4325.565000190000319,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000361420600824
47,5852,5853,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,2294751.099450000096112,22405138765.500000000000000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,30.953932030600001
48,5852,5853,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,2294751.099450000096112,22405138765.500000000000000,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,325.313691295000012
49,5853,5854,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,108016.468078999998397,398038232.954999983310699,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,26.591206677199999
50,5853,5854,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,108016.468078999998397,398038232.954999983310699,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,8.222197564689999
51,5854,5855,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,121847.893733000004431,423761616.245000004768372,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,36.887274259100003
52,5990,5991,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,574.130234377035663,14392.610000200000286,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001218189382990
53,5991,5992,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,930.285250493702051,34778.239999500001431,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002943033768770
54,6103,6104,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,982.661050446742138,44596.485000200002105,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.003881244238790
55,6104,6105,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,585.975745301393886,16255.895000000000437,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001414649556160
56,6105,6106,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,56022.891163200001756,113245115.750000000000000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,9.864475712939999
57,6106,6107,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,572414.757062999997288,3775730086.210000038146973,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,180.165253025999988
58,6107,6108,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,938419.111971999984235,10464202761.600000381469727,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,472.492889317999982
59,6108,6109,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1033.488748149999992,27791.719999799999641,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002417997125710
60,6109,6110,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,678.465840687148784,16433.860000199998467,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001430256968240
61,6110,6111,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,578.829568337469709,18064.949999799999205,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001572447532000
62,6111,6112,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,745.333647370831272,20532.079999800000223,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001787823558420
63,6112,6113,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,900.948451694913956,22471.720000000001164,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001956749732350
64,6113,6114,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,580.436059101791670,21497.090000100000907,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001872825293540
65,6114,6115,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,463.413008381735779,10774.284999699999389,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000938690742298
66,6115,6116,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,749.108603591785482,23824.625000799998816,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002074916537060
67,6116,6117,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,858.964390253996839,38318.019999600001029,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.003338793897740
68,6117,6118,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,528.811786333262262,14485.534999999999854,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001260289156680
69,6119,6120,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,566265.050351000041701,6777425990.010000228881836,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,495.664958179999985
70,6167,6168,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1040.880287599999974,40274.710000200000650,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.003504128897180
71,6168,6169,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,699.620628277317905,14314.155000000000655,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001245371119560
72,6169,6170,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1350.080947480000077,52722.194999999999709,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.004586791069960
73,6425,6426,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1322.002072170000019,95225.835000199993374,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.008303269080180
74,6481,6482,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1452.339601030000040,64553.024999599998409,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.005461858477160
75,6482,6483,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1078221.148150000022724,4712837922.520000457763672,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,103.300658545999994
76,6489,6490,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,352.793512561659554,5421.085000109999783,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000460448726950
77,6490,6491,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,2268.983746949999841,152375.750000000000000,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.012926025133200
78,6491,6492,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,455.744351689778171,7646.694999770000322,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000648628474512
79,6492,6493,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1338.445708149999973,68947.755000200006180,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.005846032269070
80,6493,6494,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,3291.281340999999884,302334.690001000009943,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.025626197699900
81,6494,6495,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,290.047574811390689,5216.670000009999967,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000441326989225
82,6495,6496,Bureau of Land Management,BLM, , ,Department of the Interior,DOI,AK,7/12/2023 0:00:00,3057.527226350000092,393296.520000000018626,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.033254076417500
83,10612,10613,Air Force,USAF,Air Force Base,Eielson Air Force Base,Department of Defense,DOD,AK,7/12/2023 0:00:00,549.450071442070453,18870.775000000001455,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.000624139203222
84,47628,47629,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1679884.238979999907315,5081361650.229999542236328,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,195.132888611999988
85,47692,47693,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,3498181.442910000216216,3348331721.280000209808350,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.279423519342000
86,47720,47721,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,13412.609747399999833,11243786.390000000596046,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.999957415088000
87,47742,47743,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,20137.230161700001190,22516639.250000000000000,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,1.999734414420000
88,47743,47744,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,89111.496580100007122,139374810.625000000000000,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,12.349205954500000
89,47774,47775,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,622.831201441475173,22510.829999900000985,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001999738122810
90,47775,47776,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,473.780430095504983,13178.460000299999592,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001169388883640
91,47776,47777,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,1049.434652709999909,43080.980000099996687,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.003817004378970
92,47777,47778,Fish and Wildlife Service,FWS,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Department of the Interior,DOI,AK,7/12/2023 0:00:00,332.485467846052757,8011.619999919999827,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000710130904039
