FID,FID_BLM_AK,SMA_ID,IWA_ID,FAU_ID,Shape_Leng,AGENCY_NAM,ADMIN_AGEN,ADMIN_UNIT,ADMIN_UN_1,ADMIN_DEPT,ADMIN_DE_1,ADMIN_TYPE,Inland_Wat,ADMIN_ST,Date_Proce,Shape_STAr,Shape_STLe,FID_Predat,REGION,EFFSTART,EFFEND,SQMI,DESC_,INT_MGT_PL,AREANAME,Shape_Le_1,Shape_Area,SQKM,STATUS,UNIT,UNIT_LABEL,TYPE,SPECIES,sqMi_calc
0,233194,2386,2386,306,26387212.457100000232458,State,ST, ,Alaska-Other,State,ST,Not Applicable,State,AK,8/17/2021 0:00:00,111507038649.000000000000000,26387212.457100000232458,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,2666.6999512
1,46436,4897,2,0,2091.938531729999795,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,253625.900710999994772,2091.938531729999795,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0979255
2,46441,4897,2,0,1464.314807530000053,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,50674.166244499996537,1464.314807530000053,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0195654
3,46442,4897,2,0,2167.456016009999985,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,258714.628426000010222,2167.456016009999985,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0998903
4,46444,4897,2,0,3673.945401540000148,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,318970.900314000027720,3673.945401540000148,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1231550
5,46449,4897,2,0,567.043277269999976,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,7356.076408390000324,567.043277267999997,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0028402
6,46450,4897,2,0,1201.886695930000087,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,17665.822318999998970,1201.886695930000087,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0068208
7,46451,4897,2,0,733.360489730000040,Undetermined,UND, ,Water,Undetermined,UND,Water,Bureau of Land Management,AK,8/17/2021 0:00:00,11644.421516399999746,733.360489733000009,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0044959
8,46464,4897,5142,0,6437.424117460000161,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,2589990.485880000051111,6437.424117460000161,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,1.0000000
9,46477,4897,2386,306,2092.738915139999790,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,226073.067665000009583,2092.738915139999790,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0872873
10,46478,4897,2386,306,942.509163380000018,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,8078.133186340000066,942.509163375999947,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0031190
11,46479,4897,2386,306,6883.589493219999895,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,45836.348892200003320,6883.589493219999895,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0176975
12,46529,2,2,0,293852.111986999982037,Bureau of Land Management,BLM, ,Anchorage Field Office,Department of the Interior,DOI,Agency,Bureau of Land Management,AK,8/17/2021 0:00:00,848277228.733000040054321,293852.111986999982037,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,207.8200073
13,46553,5142,5142,0,47603.578886800001783,Alaska Native Lands Patented or Interim Conveyed,NTVPIC, ,Calista Corporation,Alaska Native Lands Patented or Interim Conveyed,NTVPIC,Not Applicable,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,23894112.647900000214577,47603.578886800001783,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,9.2255697
14,46556,4897,5142,0,9665.386963299999479,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,935914.006989000015892,9665.386963299999479,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.3613580
15,46557,4897,5142,0,2663.649317429999883,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,284944.972869999997783,2663.649317429999883,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1100180
16,46558,4897,5142,0,11499.235505399999965,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,4201953.237630000337958,11499.235505399999965,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,1.6223800
17,46559,4897,5142,0,7574.158850460000394,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,1223857.000410000095144,7574.158850460000394,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.4725340
18,46560,4897,5142,0,2447.744626409999910,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,115807.756821000002674,2447.744626409999910,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0447136
19,46561,4897,5142,0,3874.743645389999983,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,597811.033928000018932,3874.743645389999983,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.2308160
20,46562,4897,5142,0,2440.616331050000099,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,390115.709816000016872,2440.616331050000099,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1506250
21,46563,4897,5142,0,14730.486873199999536,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,5272327.919590000063181,14730.486873199999536,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,2.0356600
22,46564,4897,5142,0,23033.255002900001273,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,14428684.449200000613928,23033.255002900001273,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,5.5709500
23,46565,4897,5142,0,3103.286100620000070,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,337783.759865000029095,3103.286100620000070,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1304190
24,46566,4897,5142,0,6263.948761550000199,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,1419345.954919999931008,6263.948761550000199,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.5480130
25,46567,4897,5142,0,3868.658999220000169,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,60465.278785700000299,3868.658999220000169,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0233458
26,46568,4897,5142,0,553.360468050000009,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,7522.986976619999950,553.360468049000019,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0029046
27,46569,4897,5142,0,3641.586446620000061,Undetermined,UND, ,Water,Undetermined,UND,Water,Alaska Native Lands Patented or Interim Conveyed,AK,8/17/2021 0:00:00,61344.577690099999018,3641.586446620000061,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0236853
28,46984,2386,2386,306,97.902720140000000,State,ST, ,Alaska-Other,State,ST,Not Applicable,State,AK,8/17/2021 0:00:00,587.541404724000017,97.902720135099997,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0002269
29,46985,2386,2386,306,36.327414709999999,State,ST, ,Alaska-Other,State,ST,Not Applicable,State,AK,8/17/2021 0:00:00,63.312683105500000,36.327414705599999,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000244
30,46987,2386,2386,306,52.102753239999998,State,ST, ,Alaska-Other,State,ST,Not Applicable,State,AK,8/17/2021 0:00:00,135.929306029999992,52.102753243899997,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000525
31,46988,2386,2386,306,262.182163800000012,State,ST, ,Alaska-Other,State,ST,Not Applicable,State,AK,8/17/2021 0:00:00,1688.851997380000057,262.182163795000008,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0006521
32,47032,4897,2386,306,37.050428369999999,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,67.885383606000005,37.050428370200002,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000262
33,47033,4897,2386,306,40.540034970000001,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,85.030990600600006,40.540034969099999,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000328
34,47034,4897,2386,306,55.723662869999998,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,157.151504517000006,55.723662868100000,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000607
35,47145,4897,2386,306,19945.556169600000430,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,247639.749930999998469,19945.556169600000430,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0956142
36,47146,4897,2386,306,730.459843370000044,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,3827.301910399999997,730.459843365999973,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0014777
37,47764,305,305,0,11520.448857499999576,Air Force,USAF, ,U.S. Air Force,Department of Defense,DOD,Branch,Air Force,AK,8/17/2021 0:00:00,4101139.076419999822974,11520.448857499999576,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0752699
38,47820,5140,5140,0,1641.954731300000049,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,160234.622490000008838,1641.954731300000049,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0618669
39,47821,5140,5140,0,3041.296308370000133,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,434672.563384999986738,3041.296308370000133,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1678280
40,47822,5140,5140,0,2476.542230670000208,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,207330.408858999988297,2476.542230670000208,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0800507
41,47824,5140,5140,0,3360.969695239999965,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,374546.272720000008121,3360.969695239999965,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1446130
42,47825,5140,5140,0,3166.111341270000139,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,272879.346313000016380,3166.111341270000139,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1053590
43,47828,5140,5140,0,3489.961616090000007,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,423601.577887999999803,3489.961616090000007,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.1635530
44,47829,5140,5140,0,2233.567763130000003,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,211556.076636999991024,2233.567763130000003,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0816823
45,47830,5140,5140,0,1587.713062620000073,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,161496.778816000005463,1587.713062620000073,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0623543
46,47848,4897,5140,0,262.204658530000017,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,1721.496284479999986,262.204658532999986,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0006647
47,47849,4897,5140,0,333.810738340000000,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,3699.753669740000078,333.810738343000025,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0014285
48,47850,4897,5140,0,260.607449970000005,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,325.137130737000007,260.607449969000015,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0001255
49,47851,4897,5140,0,100.077494329999993,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,77.274391174300007,100.077494334999997,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000298
50,47852,4897,5140,0,373.631888609999976,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,1608.591751100000010,373.631888606000018,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0006211
51,47853,4897,5140,0,31.473648030000000,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,41.820457458500002,31.473648027599999,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000161
52,47854,4897,5140,0,38.258482309999998,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,57.050148010299999,38.258482312600002,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0000220
53,47855,4897,5140,0,1149.267191800000091,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,11009.470878599999196,1149.267191800000091,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0042508
54,47856,4897,5140,0,411.637367009999991,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,915.384094237999989,411.637367009000002,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0003534
55,47858,4897,5140,0,177.449392109999991,Undetermined,UND, , ,Undetermined,UND,Water,Alaska Native Allotment,AK,8/17/2021 0:00:00,326.672630309999988,177.449392108000012,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0001261
56,73510,4897,2386,306,4095.893316549999781,Undetermined,UND, ,Water,Undetermined,UND,Water,State,AK,8/17/2021 0:00:00,65550.735961900005350,4095.893316549999781,26,3,12/30/1899 0:00:00,12/30/1899 0:00:00,3904.854436359999909,"19A, Holitna, Hoholitna & Stony R dra",IMP VII,Unit 19A Wolf Predation Control Focus Area,614884.333141000010073,10113526561.500000000000000,8434.222019209999416,Active,19A,19A,Focus Area,W,0.0253093
